date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:52	8077/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:51%20GMT	http://sdm.rightcare.nhs.uk/pda/aaa-screening/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/aaa-screening/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:53	9486/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:51%20GMT	http://sdm.rightcare.nhs.uk/pda/acne/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/acne/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:54	9807/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:52%20GMT	http://sdm.rightcare.nhs.uk/pda/birth-options-after-previous-caesarean/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/birth-options-after-previous-caesarean/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:55	9575/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:53%20GMT	http://sdm.rightcare.nhs.uk/pda/bladder-cancer/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/bladder-cancer/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:55	9648/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:53%20GMT	http://sdm.rightcare.nhs.uk/pda/carpal-tunnel-syndrome/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/carpal-tunnel-syndrome/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:56	9755/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:54%20GMT	http://sdm.rightcare.nhs.uk/pda/cataracts/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/cataracts/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:57	9784/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:55%20GMT	http://sdm.rightcare.nhs.uk/pda/chronic-obstructive-pulmonary-disease/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/chronic-obstructive-pulmonary-disease/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:57	9540/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:55%20GMT	http://sdm.rightcare.nhs.uk/pda/depression/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/depression/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:58	9893/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:56%20GMT	http://sdm.rightcare.nhs.uk/pda/diabetes-additional-treatments-to-improve-control/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/diabetes-additional-treatments-to-improve-control/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:59	9686/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:57%20GMT	http://sdm.rightcare.nhs.uk/pda/diabetes-improving-control/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/diabetes-improving-control/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:51:59	9792/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:58%20GMT	http://sdm.rightcare.nhs.uk/pda/diagnostic-testing-for-down-s-syndrome/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/diagnostic-testing-for-down-s-syndrome/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:00	9579/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:58%20GMT	http://sdm.rightcare.nhs.uk/pda/end-of-life/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/end-of-life/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:01	9930/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:59%20GMT	http://sdm.rightcare.nhs.uk/pda/established-kidney-failure/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/established-kidney-failure/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:02	10019/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:00%20GMT	http://sdm.rightcare.nhs.uk/pda/established-kidney-failure-dialysis/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/established-kidney-failure-dialysis/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:02	10031/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:00%20GMT	http://sdm.rightcare.nhs.uk/pda/established-kidney-failure-transplant/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/established-kidney-failure-transplant/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:03	9540/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:01%20GMT	http://sdm.rightcare.nhs.uk/pda/gallstones/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/gallstones/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:04	9521/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:02%20GMT	http://sdm.rightcare.nhs.uk/pda/glue-ear/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/glue-ear/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:04	9602/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:03%20GMT	http://sdm.rightcare.nhs.uk/pda/menorrhagia/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/menorrhagia/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:05	9621/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:03%20GMT	http://sdm.rightcare.nhs.uk/pda/high-blood-pressure/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/high-blood-pressure/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:06	9594/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:04%20GMT	http://sdm.rightcare.nhs.uk/pda/high-cholesterol/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/high-cholesterol/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:06	9585/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:05%20GMT	http://sdm.rightcare.nhs.uk/pda/inguinal-hernia/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/inguinal-hernia/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:07	9604/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:05%20GMT	http://sdm.rightcare.nhs.uk/pda/prostate-cancer/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/prostate-cancer/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:08	9700/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:06%20GMT	http://sdm.rightcare.nhs.uk/pda/lower-urinary-tract-symptoms/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/lower-urinary-tract-symptoms/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:08	9548/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:07%20GMT	http://sdm.rightcare.nhs.uk/pda/lung-cancer/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/lung-cancer/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:09	9611/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:07%20GMT	http://sdm.rightcare.nhs.uk/pda/multiple-sclerosis/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/multiple-sclerosis/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:10	9513/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:08%20GMT	http://sdm.rightcare.nhs.uk/pda/obesity/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/obesity/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:10	9671/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:09%20GMT	http://sdm.rightcare.nhs.uk/pda/osteoarthritis-of-the-hip/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/osteoarthritis-of-the-hip/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:11	9682/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:09%20GMT	http://sdm.rightcare.nhs.uk/pda/osteoarthritis-of-the-knee/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/osteoarthritis-of-the-knee/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:12	9603/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:10%20GMT	http://sdm.rightcare.nhs.uk/pda/psa-testing/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/psa-testing/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:13	9617/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:11%20GMT	http://sdm.rightcare.nhs.uk/pda/rectal-cancer/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/rectal-cancer/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:13	9640/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:11%20GMT	http://sdm.rightcare.nhs.uk/pda/recurrent-sore-throat/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/recurrent-sore-throat/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:14	9629/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:12%20GMT	http://sdm.rightcare.nhs.uk/pda/rheumatoid-arthritis/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/rheumatoid-arthritis/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:15	9603/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:13%20GMT	http://sdm.rightcare.nhs.uk/pda/smoking-cessation/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/smoking-cessation/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:15	9566/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:14%20GMT	http://sdm.rightcare.nhs.uk/pda/stable-angina/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/stable-angina/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:16	9855/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:15%20GMT	http://sdm.rightcare.nhs.uk/pda/stroke-prevention-for-atrial-fibrillation/	C:/SDM/SDM/sdm.rightcare.nhs.uk/pda/stroke-prevention-for-atrial-fibrillation/index.html	(from http://sdm.rightcare.nhs.uk/pda/)
15:52:16	375567/-1	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:51:31%20GMT	http://sdm.rightcare.nhs.uk/advisory-groups/	C:/SDM/SDM/sdm.rightcare.nhs.uk/advisory-groups/index.html	(from http://sdm.rightcare.nhs.uk/)
15:52:17	1579/1579	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202013%2014:52:17%20GMT	http://sdm.rightcare.nhs.uk/advisory-groups/contributors/dr-donal-o-donoghue/	C:/SDM/SDM/sdm.rightcare.nhs.uk/advisory-groups/contributors/dr-donal-o-donoghue/index.html	(from http://sdm.rightcare.nhs.uk/advisory-groups/)
15:52:18	3005/3005	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202012%2012:05:41%20GMT	http://sdm.rightcare.nhs.uk/public/cms/150/318/47/549/AqzCEC_70x70.jpg	C:/SDM/SDM/sdm.rightcare.nhs.uk/public/cms/150/318/47/549/AqzCEC_70x70.jpg	(from http://sdm.rightcare.nhs.uk/)
15:52:19	21323/21323	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jun%202012%2020:18:42%20GMT	http://sdm.rightcare.nhs.uk/public/cms/150/318/47/101/nVazVu_70x70.png	C:/SDM/SDM/sdm.rightcare.nhs.uk/public/cms/150/318/47/101/nVazVu_70x70.png	(from http://sdm.rightcare.nhs.uk/)
